id,day,date,teamid,dept,l_id,p_id,notes,amount
1398,8,2025-01-08,400919,RTL,3,2,LAN_Revenue,3380
1399,8,2025-01-08,400919,RTL,3,3,LAN_Revenue,8600
1400,8,2025-01-08,400919,RTL,1,1,LAN_Revenue,28266
1401,8,2025-01-08,400919,RTL,1,2,LAN_Revenue,16675
1402,8,2025-01-08,400919,RTL,1,3,LAN_Revenue,5830
1403,8,2025-01-08,400919,RTL,6,,LAN_Rental,-1840
1404,8,2025-01-08,400919,RTL,2,,LAN_Rental,-3000
1405,8,2025-01-08,400919,RTL,7,,LAN_Rental,-400
1406,8,2025-01-08,400919,RTL,5,,LAN_Rental,-2360
1407,8,2025-01-08,400919,RTL,4,,LAN_Rental,-1040
1408,8,2025-01-08,400919,RTL,3,,LAN_Rental,-1360
1409,8,2025-01-08,400919,RTL,1,,LAN_Rental,-8850
1410,9,2025-01-09,400917,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1329 ",-48000
1411,9,2025-01-09,400917,RTL,4,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1332 ",-156000
1412,9,2025-01-09,400918,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1328 ",-80000
1413,9,2025-01-09,400918,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1328 ",-39000
1414,9,2025-01-09,400918,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1328 ",-80000
1415,9,2025-01-09,400918,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1330 ",-30000
1416,9,2025-01-09,400918,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1330 ",-65000
1417,9,2025-01-09,400918,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1330 ",-80000
1418,9,2025-01-09,400918,RTL,3,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1335 ",-50000
1419,9,2025-01-09,400918,FIN,,,LAN_Overdraft,500000
1420,9,2025-01-09,400918,RTL,3,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1335 ",-39000
1421,9,2025-01-09,400918,RTL,3,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1335 ",-128000
1422,9,2025-01-09,400919,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1331 ",-65000
1423,9,2025-01-09,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
1424,9,2025-01-09,400917,MKT,3,,"Media C",-1100
1425,9,2025-01-09,400917,MKT,1,,"Media C",-1100
1426,9,2025-01-09,400917,MKT,7,,"Media C",-1100
1427,9,2025-01-09,400917,MKT,2,,"Media C",-1100
1428,9,2025-01-09,400917,MKT,5,,"Media C",-1100
1429,9,2025-01-09,400917,MKT,6,,"Media C",-1100
1430,9,2025-01-09,400917,MKT,3,,"Media B",-1500
1431,9,2025-01-09,400917,MKT,7,,"Media B",-1500
1432,9,2025-01-09,400917,MKT,2,,"Media B",-1500
1433,9,2025-01-09,400917,MKT,5,,"Media B",-1500
1434,9,2025-01-09,400917,MKT,6,,"Media B",-1500
1435,9,2025-01-09,400917,MKT,3,,"Media A",-2000
1436,9,2025-01-09,400917,MKT,1,,"Media A",-3000
1437,9,2025-01-09,400917,MKT,7,,"Media A",-2000
1438,9,2025-01-09,400917,MKT,2,,"Media A",-2000
1439,9,2025-01-09,400917,MKT,5,,"Media A",-2000
1440,9,2025-01-09,400917,MKT,6,,"Media A",-2000
1441,9,2025-01-09,400917,MKT,4,,"Media A",-2000
1442,9,2025-01-09,400917,PMN,,,LAN_Salary,-1400
1443,9,2025-01-09,400917,MKT,,,LAN_Salary,-1400
1444,9,2025-01-09,400917,RTL,3,,LAN_Salary,-1400
1445,9,2025-01-09,400917,RTL,1,,LAN_Salary,-1400
1446,9,2025-01-09,400917,RTL,7,,LAN_Salary,-1400
1447,9,2025-01-09,400917,RTL,2,,LAN_Salary,-1400
1448,9,2025-01-09,400917,RTL,5,,LAN_Salary,-1400
1449,9,2025-01-09,400917,RTL,6,,LAN_Salary,-1400
1450,9,2025-01-09,400917,RTL,4,,LAN_Salary,-1400
1451,9,2025-01-09,400917,RTL,3,3,LAN_Revenue,91764
1452,9,2025-01-09,400917,RTL,1,1,LAN_Revenue,172900
1453,9,2025-01-09,400917,RTL,1,2,LAN_Revenue,70170
1454,9,2025-01-09,400917,RTL,7,1,LAN_Revenue,75744
1455,9,2025-01-09,400917,RTL,7,2,LAN_Revenue,47705
1456,9,2025-01-09,400917,RTL,2,1,LAN_Revenue,114090
1457,9,2025-01-09,400917,RTL,2,2,LAN_Revenue,18084
1458,9,2025-01-09,400917,RTL,2,3,LAN_Revenue,65756
1459,9,2025-01-09,400917,RTL,5,1,LAN_Revenue,61980
1460,9,2025-01-09,400917,RTL,5,3,LAN_Revenue,98064
1461,9,2025-01-09,400917,RTL,6,1,LAN_Revenue,22400
1462,9,2025-01-09,400917,RTL,6,2,LAN_Revenue,56035
1463,9,2025-01-09,400917,RTL,6,3,LAN_Revenue,97736
1464,9,2025-01-09,400917,RTL,4,2,LAN_Revenue,93205
1465,9,2025-01-09,400917,RTL,3,,LAN_Rental,-1360
1466,9,2025-01-09,400917,RTL,1,,LAN_Rental,-11800
1467,9,2025-01-09,400917,RTL,7,,LAN_Rental,-1600
1468,9,2025-01-09,400917,RTL,2,,LAN_Rental,-1200
1469,9,2025-01-09,400917,RTL,5,,LAN_Rental,-2360
1470,9,2025-01-09,400917,RTL,6,,LAN_Rental,-1840
1471,9,2025-01-09,400917,RTL,4,,LAN_Rental,-2080
1472,9,2025-01-09,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
1473,9,2025-01-09,400918,MKT,4,,"Media B",-500
1474,9,2025-01-09,400918,MKT,6,,"Media C",-1000
1475,9,2025-01-09,400918,PMN,,,LAN_Salary,-1400
1476,9,2025-01-09,400918,MKT,,,LAN_Salary,-1400
1477,9,2025-01-09,400918,RTL,6,,LAN_Salary,-1400
1478,9,2025-01-09,400918,RTL,4,,LAN_Salary,-1400
1479,9,2025-01-09,400918,RTL,1,,LAN_Salary,-1400
1480,9,2025-01-09,400918,RTL,7,,LAN_Salary,-1400
1481,9,2025-01-09,400918,RTL,2,,LAN_Salary,-1400
1482,9,2025-01-09,400918,RTL,3,,LAN_Salary,-1400
1483,9,2025-01-09,400918,RTL,5,,LAN_Salary,-1400
1484,9,2025-01-09,400918,RTL,6,1,LAN_Revenue,11968
1485,9,2025-01-09,400918,RTL,6,1,LAN_Repayment,-250000
1486,9,2025-01-09,400918,RTL,6,2,LAN_Revenue,29670
1487,9,2025-01-09,400918,RTL,6,3,LAN_Revenue,43416
1488,9,2025-01-09,400918,RTL,4,1,LAN_Revenue,21666
1489,9,2025-01-09,400918,RTL,4,2,LAN_Revenue,89408
1490,9,2025-01-09,400918,RTL,4,3,LAN_Revenue,35425
1491,9,2025-01-09,400918,RTL,4,3,LAN_Repayment,-250000
1492,9,2025-01-09,400918,RTL,1,1,LAN_Revenue,146016
1493,9,2025-01-09,400918,RTL,1,2,LAN_Revenue,65525
1494,9,2025-01-09,400918,RTL,1,3,LAN_Revenue,19808
1495,9,2025-01-09,400918,RTL,7,1,LAN_Revenue,53872
1496,9,2025-01-09,400918,RTL,7,2,LAN_Revenue,28920
1497,9,2025-01-09,400918,RTL,7,3,LAN_Revenue,12573
1498,9,2025-01-09,400918,RTL,2,1,LAN_Revenue,62208
1499,9,2025-01-09,400918,RTL,2,2,LAN_Revenue,9800
1500,9,2025-01-09,400918,RTL,2,3,LAN_Revenue,33402
1501,9,2025-01-09,400918,RTL,3,1,LAN_Revenue,23008
1502,9,2025-01-09,400918,RTL,3,2,LAN_Revenue,9450
1503,9,2025-01-09,400918,RTL,3,3,LAN_Revenue,51680
1504,9,2025-01-09,400918,RTL,5,1,LAN_Revenue,21952
1505,9,2025-01-09,400918,RTL,5,2,LAN_Revenue,11830
1506,9,2025-01-09,400918,RTL,5,3,LAN_Revenue,60002
1507,9,2025-01-09,400918,RTL,6,,LAN_OverflowRental,-1274
1508,9,2025-01-09,400918,RTL,6,,LAN_Rental,-2760
1509,9,2025-01-09,400918,RTL,4,,LAN_Rental,-1560
1510,9,2025-01-09,400918,RTL,1,,LAN_Rental,-3540
1511,9,2025-01-09,400918,RTL,7,,LAN_Rental,-1600
1512,9,2025-01-09,400918,RTL,2,,LAN_Rental,-3600
1513,9,2025-01-09,400918,RTL,3,,LAN_Rental,-4080
1514,9,2025-01-09,400918,RTL,5,,LAN_Rental,-7080
1515,9,2025-01-09,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
1516,9,2025-01-09,400919,MKT,5,,"Media C",-300
1517,9,2025-01-09,400919,MKT,1,,"Media A",-1000
1518,9,2025-01-09,400919,MKT,6,,"Media B",-2000
1519,9,2025-01-09,400919,MKT,2,,"Media B",-2000
1520,9,2025-01-09,400919,MKT,7,,"Media B",-2000
1521,9,2025-01-09,400919,MKT,5,,"Media B",-2000
1522,9,2025-01-09,400919,MKT,4,,"Media B",-2000
1523,9,2025-01-09,400919,MKT,3,,"Media B",-2000
1524,9,2025-01-09,400919,MKT,1,,"Media B",-2000
1525,9,2025-01-09,400919,PMN,,,LAN_Salary,-1400
1526,9,2025-01-09,400919,MKT,,,LAN_Salary,-1400
1527,9,2025-01-09,400919,RTL,6,,LAN_Salary,-1400
1528,9,2025-01-09,400919,RTL,2,,LAN_Salary,-1400
1529,9,2025-01-09,400919,RTL,7,,LAN_Salary,-1400
1530,9,2025-01-09,400919,RTL,5,,LAN_Salary,-1400
1531,9,2025-01-09,400919,RTL,4,,LAN_Salary,-1400
1532,9,2025-01-09,400919,RTL,3,,LAN_Salary,-1400
1533,9,2025-01-09,400919,RTL,1,,LAN_Salary,-1400
1534,9,2025-01-09,400919,RTL,6,1,LAN_Revenue,16320
1535,9,2025-01-09,400919,RTL,6,2,LAN_Revenue,39940
1536,9,2025-01-09,400919,RTL,6,3,LAN_Revenue,49060
1537,9,2025-01-09,400919,RTL,2,1,LAN_Revenue,85680
1538,9,2025-01-09,400919,RTL,2,2,LAN_Revenue,19960
1539,9,2025-01-09,400919,RTL,2,3,LAN_Revenue,27820
1540,9,2025-01-09,400919,RTL,7,1,LAN_Revenue,51700
1541,9,2025-01-09,400919,RTL,7,2,LAN_Revenue,26240
1542,9,2025-01-09,400919,RTL,5,1,LAN_Revenue,49420
1543,9,2025-01-09,400919,RTL,5,2,LAN_Revenue,25120
1544,9,2025-01-09,400919,RTL,5,3,LAN_Revenue,60300
1545,9,2025-01-09,400919,RTL,4,1,LAN_Revenue,21440
1546,9,2025-01-09,400919,RTL,4,2,LAN_Revenue,41440
1547,9,2025-01-09,400919,RTL,4,3,LAN_Revenue,35440
1548,9,2025-01-09,400919,RTL,3,1,LAN_Revenue,43400
1549,9,2025-01-09,400919,RTL,3,2,LAN_Revenue,21100
1550,9,2025-01-09,400919,RTL,3,3,LAN_Revenue,49400
1551,9,2025-01-09,400919,RTL,1,1,LAN_Revenue,136836
1552,9,2025-01-09,400919,RTL,1,2,LAN_Revenue,76820
1553,9,2025-01-09,400919,RTL,1,3,LAN_Revenue,17710
1554,9,2025-01-09,400919,RTL,6,,LAN_Rental,-1840
1555,9,2025-01-09,400919,RTL,2,,LAN_Rental,-3000
1556,9,2025-01-09,400919,RTL,7,,LAN_Rental,-400
1557,9,2025-01-09,400919,RTL,5,,LAN_Rental,-2360
1558,9,2025-01-09,400919,RTL,4,,LAN_Rental,-1040
1559,9,2025-01-09,400919,RTL,3,,LAN_Rental,-1360
1560,9,2025-01-09,400919,RTL,1,,LAN_Rental,-8850
1561,10,2025-01-10,400917,RTL,4,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1418 ",-48000
1562,10,2025-01-10,400917,RTL,1,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1422 ",-120000
1563,10,2025-01-10,400917,RTL,1,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1422 ",-104000
1564,10,2025-01-10,400917,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1428 ",-13000
1565,10,2025-01-10,400918,RTL,4,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1423 ",-65000
1566,10,2025-01-10,400918,RTL,4,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1423 ",-16000
1567,10,2025-01-10,400919,RTL,6,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1421 ",-30000
1568,10,2025-01-10,400919,RTL,6,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1421 ",-104000
1569,10,2025-01-10,400919,RTL,6,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1421 ",-80000
1570,10,2025-01-10,400919,RTL,7,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1425 ",-50000
1571,10,2025-01-10,400919,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1427 ",-30000
1572,10,2025-01-10,400919,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1427 ",-13000
1573,10,2025-01-10,400919,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1433 ",-50000
1574,10,2025-01-10,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
1575,10,2025-01-10,400917,MKT,3,,"Media C",-1100
1576,10,2025-01-10,400917,MKT,1,,"Media C",-1100
1577,10,2025-01-10,400917,MKT,7,,"Media C",-1100
1578,10,2025-01-10,400917,MKT,2,,"Media C",-1100
1579,10,2025-01-10,400917,MKT,5,,"Media C",-1100
1580,10,2025-01-10,400917,MKT,6,,"Media C",-1100
1581,10,2025-01-10,400917,MKT,3,,"Media A",-2000
1582,10,2025-01-10,400917,MKT,1,,"Media A",-3000
1583,10,2025-01-10,400917,MKT,7,,"Media A",-2000
1584,10,2025-01-10,400917,MKT,2,,"Media A",-2000
1585,10,2025-01-10,400917,MKT,5,,"Media A",-2000
1586,10,2025-01-10,400917,MKT,6,,"Media A",-2000
1587,10,2025-01-10,400917,MKT,4,,"Media A",-2000
1588,10,2025-01-10,400917,MKT,3,,"Media B",-2000
1589,10,2025-01-10,400917,MKT,1,,"Media B",-3000
1590,10,2025-01-10,400917,MKT,7,,"Media B",-2000
1591,10,2025-01-10,400917,MKT,2,,"Media B",-2000
1592,10,2025-01-10,400917,MKT,5,,"Media B",-2000
1593,10,2025-01-10,400917,MKT,6,,"Media B",-2000
1594,10,2025-01-10,400917,MKT,4,,"Media B",-2000
1595,10,2025-01-10,400917,PMN,,,LAN_Salary,-1400
1596,10,2025-01-10,400917,MKT,,,LAN_Salary,-1400
1597,10,2025-01-10,400917,RTL,3,,LAN_Salary,-1400
1598,10,2025-01-10,400917,RTL,1,,LAN_Salary,-1400
1599,10,2025-01-10,400917,RTL,7,,LAN_Salary,-1400
1600,10,2025-01-10,400917,RTL,2,,LAN_Salary,-1400
1601,10,2025-01-10,400917,RTL,5,,LAN_Salary,-1400
1602,10,2025-01-10,400917,RTL,6,,LAN_Salary,-1400
1603,10,2025-01-10,400917,RTL,4,,LAN_Salary,-1400
1604,10,2025-01-10,400917,RTL,3,3,LAN_Revenue,97380
1605,10,2025-01-10,400917,RTL,1,1,LAN_Revenue,184688
1606,10,2025-01-10,400917,RTL,1,2,LAN_Revenue,123240
1607,10,2025-01-10,400917,RTL,7,1,LAN_Revenue,78080
1608,10,2025-01-10,400917,RTL,7,2,LAN_Revenue,49560
1609,10,2025-01-10,400917,RTL,2,1,LAN_Revenue,115020
1610,10,2025-01-10,400917,RTL,2,2,LAN_Revenue,33000
1611,10,2025-01-10,400917,RTL,2,3,LAN_Revenue,36244
1612,10,2025-01-10,400917,RTL,5,1,LAN_Revenue,49410
1613,10,2025-01-10,400917,RTL,5,3,LAN_Revenue,106272
1614,10,2025-01-10,400917,RTL,6,1,LAN_Revenue,12586
1615,10,2025-01-10,400917,RTL,6,2,LAN_Revenue,66880
1616,10,2025-01-10,400917,RTL,6,3,LAN_Revenue,98350
1617,10,2025-01-10,400917,RTL,4,2,LAN_Revenue,131635
1618,10,2025-01-10,400917,RTL,4,3,LAN_Revenue,78242
1619,10,2025-01-10,400917,RTL,3,,LAN_Rental,-1360
1620,10,2025-01-10,400917,RTL,1,,LAN_Rental,-11800
1621,10,2025-01-10,400917,RTL,7,,LAN_Rental,-1600
1622,10,2025-01-10,400917,RTL,2,,LAN_Rental,-1200
1623,10,2025-01-10,400917,RTL,5,,LAN_Rental,-2360
1624,10,2025-01-10,400917,RTL,6,,LAN_Rental,-1840
1625,10,2025-01-10,400917,RTL,4,,LAN_Rental,-2080
1626,10,2025-01-10,400917,FIN,,,"LAN_Interest LAN_Income",816
1627,10,2025-01-10,400917,FIN,,,"LAN_Bank LAN_Fee",-200
1628,10,2025-01-10,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
1629,10,2025-01-10,400918,MKT,4,,"Media B",-500
1630,10,2025-01-10,400918,MKT,6,,"Media C",-1000
1631,10,2025-01-10,400918,MKT,7,,"Media A",-4500
1632,10,2025-01-10,400918,PMN,,,LAN_Salary,-1400
1633,10,2025-01-10,400918,MKT,,,LAN_Salary,-1400
1634,10,2025-01-10,400918,RTL,6,,LAN_Salary,-1400
1635,10,2025-01-10,400918,RTL,4,,LAN_Salary,-1400
1636,10,2025-01-10,400918,RTL,1,,LAN_Salary,-1400
1637,10,2025-01-10,400918,RTL,7,,LAN_Salary,-1400
1638,10,2025-01-10,400918,RTL,2,,LAN_Salary,-1400
1639,10,2025-01-10,400918,RTL,3,,LAN_Salary,-1400
1640,10,2025-01-10,400918,RTL,5,,LAN_Salary,-1400
1641,10,2025-01-10,400918,RTL,6,1,LAN_Revenue,12144
1642,10,2025-01-10,400918,RTL,6,2,LAN_Revenue,28290
1643,10,2025-01-10,400918,RTL,6,3,LAN_Revenue,40608
1644,10,2025-01-10,400918,RTL,4,1,LAN_Revenue,22034
1645,10,2025-01-10,400918,RTL,4,2,LAN_Revenue,97152
1646,10,2025-01-10,400918,RTL,4,3,LAN_Revenue,27175
1647,10,2025-01-10,400918,RTL,1,1,LAN_Revenue,127512
1648,10,2025-01-10,400918,RTL,1,2,LAN_Revenue,68100
1649,10,2025-01-10,400918,RTL,1,3,LAN_Revenue,33888
1650,10,2025-01-10,400918,RTL,7,1,LAN_Revenue,77420
1651,10,2025-01-10,400918,RTL,7,2,LAN_Revenue,43800
1652,10,2025-01-10,400918,RTL,7,3,LAN_Revenue,23694
1653,10,2025-01-10,400918,RTL,2,1,LAN_Revenue,90180
1654,10,2025-01-10,400918,RTL,2,2,LAN_Revenue,15496
1655,10,2025-01-10,400918,RTL,2,3,LAN_Revenue,27570
1656,10,2025-01-10,400918,RTL,3,1,LAN_Revenue,37175
1657,10,2025-01-10,400918,RTL,3,2,LAN_Revenue,13137
1658,10,2025-01-10,400918,RTL,3,3,LAN_Revenue,41726
1659,10,2025-01-10,400918,RTL,5,1,LAN_Revenue,36312
1660,10,2025-01-10,400918,RTL,5,2,LAN_Revenue,17238
1661,10,2025-01-10,400918,RTL,5,3,LAN_Revenue,50040
1662,10,2025-01-10,400918,RTL,6,,LAN_OverflowRental,-441
1663,10,2025-01-10,400918,RTL,6,,LAN_Rental,-2760
1664,10,2025-01-10,400918,RTL,4,,LAN_Rental,-1560
1665,10,2025-01-10,400918,RTL,1,,LAN_Rental,-3540
1666,10,2025-01-10,400918,RTL,7,,LAN_Rental,-1600
1667,10,2025-01-10,400918,RTL,2,,LAN_Rental,-3600
1668,10,2025-01-10,400918,RTL,3,,LAN_Rental,-4080
1669,10,2025-01-10,400918,RTL,5,,LAN_Rental,-7080
1670,10,2025-01-10,400918,FIN,,,"LAN_Interest LAN_Income",312
1671,10,2025-01-10,400918,FIN,,,"LAN_Bank LAN_Fee",-200
1672,10,2025-01-10,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
1673,10,2025-01-10,400919,MKT,1,,"Media A",-1000
1674,10,2025-01-10,400919,MKT,6,,"Media B",-2000
1675,10,2025-01-10,400919,MKT,2,,"Media B",-2000
1676,10,2025-01-10,400919,MKT,7,,"Media B",-2000
1677,10,2025-01-10,400919,MKT,5,,"Media B",-2000
1678,10,2025-01-10,400919,MKT,4,,"Media B",-2000
1679,10,2025-01-10,400919,MKT,3,,"Media B",-2000
1680,10,2025-01-10,400919,MKT,1,,"Media B",-2000
1681,10,2025-01-10,400919,MKT,6,,"Media C",-2000
1682,10,2025-01-10,400919,MKT,2,,"Media C",-2000
1683,10,2025-01-10,400919,MKT,7,,"Media C",-2000
1684,10,2025-01-10,400919,MKT,5,,"Media C",-2000
1685,10,2025-01-10,400919,MKT,4,,"Media C",-2000
1686,10,2025-01-10,400919,MKT,3,,"Media C",-2000
1687,10,2025-01-10,400919,MKT,1,,"Media C",-2000
1688,10,2025-01-10,400919,PMN,,,LAN_Salary,-1400
1689,10,2025-01-10,400919,MKT,,,LAN_Salary,-1400
1690,10,2025-01-10,400919,RTL,6,,LAN_Salary,-1400
1691,10,2025-01-10,400919,RTL,2,,LAN_Salary,-1400
1692,10,2025-01-10,400919,RTL,7,,LAN_Salary,-1400
1693,10,2025-01-10,400919,RTL,5,,LAN_Salary,-1400
1694,10,2025-01-10,400919,RTL,4,,LAN_Salary,-1400
1695,10,2025-01-10,400919,RTL,3,,LAN_Salary,-1400
1696,10,2025-01-10,400919,RTL,1,,LAN_Salary,-1400
1697,10,2025-01-10,400919,RTL,6,1,LAN_Revenue,20680
1698,10,2025-01-10,400919,RTL,6,2,LAN_Revenue,47040
1699,10,2025-01-10,400919,RTL,6,3,LAN_Revenue,54420
1700,10,2025-01-10,400919,RTL,2,1,LAN_Revenue,99780
1701,10,2025-01-10,400919,RTL,2,2,LAN_Revenue,29320
1702,10,2025-01-10,400919,RTL,2,3,LAN_Revenue,26560
1703,10,2025-01-10,400919,RTL,7,1,LAN_Revenue,72700
1704,10,2025-01-10,400919,RTL,7,2,LAN_Revenue,39140
1705,10,2025-01-10,400919,RTL,5,1,LAN_Revenue,54780
1706,10,2025-01-10,400919,RTL,5,2,LAN_Revenue,28820
1707,10,2025-01-10,400919,RTL,5,3,LAN_Revenue,62780
1708,10,2025-01-10,400919,RTL,4,1,LAN_Revenue,8140
1709,10,2025-01-10,400919,RTL,4,3,LAN_Revenue,36760
1710,10,2025-01-10,400919,RTL,3,1,LAN_Revenue,29360
1711,10,2025-01-10,400919,RTL,3,2,LAN_Revenue,24820
1712,10,2025-01-10,400919,RTL,3,3,LAN_Revenue,59020
1713,10,2025-01-10,400919,RTL,1,1,LAN_Revenue,119196
1714,10,2025-01-10,400919,RTL,1,2,LAN_Revenue,95703
1715,10,2025-01-10,400919,RTL,6,,LAN_OverflowRental,-392
1716,10,2025-01-10,400919,RTL,6,,LAN_Rental,-1840
1717,10,2025-01-10,400919,RTL,2,,LAN_Rental,-3000
1718,10,2025-01-10,400919,RTL,7,,LAN_Rental,-400
1719,10,2025-01-10,400919,RTL,5,,LAN_Rental,-2360
1720,10,2025-01-10,400919,RTL,4,,LAN_Rental,-1040
1721,10,2025-01-10,400919,RTL,3,,LAN_Rental,-1360
1722,10,2025-01-10,400919,RTL,1,,LAN_Rental,-8850
1723,10,2025-01-10,400919,FIN,,,"LAN_Interest LAN_Income",502
1724,10,2025-01-10,400919,FIN,,,"LAN_Bank LAN_Fee",-200
1725,11,2025-01-11,400917,RTL,3,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1519 ",-30000
1726,11,2025-01-11,400917,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1521 ",-10000
1727,11,2025-01-11,400917,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1521 ",-13000
1728,11,2025-01-11,400917,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1521 ",-16000
1729,11,2025-01-11,400917,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1523 ",-30000
1730,11,2025-01-11,400917,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1523 ",-192000
1731,11,2025-01-11,400918,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1525 ",-50000
1732,11,2025-01-11,400918,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1525 ",-13000
1733,11,2025-01-11,400918,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1525 ",-48000
1734,11,2025-01-11,400919,RTL,6,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1520 ",-80000
1735,11,2025-01-11,400919,RTL,6,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1520 ",-65000
1736,11,2025-01-11,400919,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 1528 ",-30000
1737,11,2025-01-11,400919,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 1528 ",-39000
1738,11,2025-01-11,400919,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 1528 ",-80000
1739,11,2025-01-11,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
1740,11,2025-01-11,400917,MKT,3,,"Media A",-2000
1741,11,2025-01-11,400917,MKT,1,,"Media A",-3000
1742,11,2025-01-11,400917,MKT,7,,"Media A",-2000
1743,11,2025-01-11,400917,MKT,2,,"Media A",-2000
1744,11,2025-01-11,400917,MKT,5,,"Media A",-2000
1745,11,2025-01-11,400917,MKT,6,,"Media A",-2000
1746,11,2025-01-11,400917,MKT,4,,"Media A",-2000
1747,11,2025-01-11,400917,MKT,3,,"Media B",-2000
1748,11,2025-01-11,400917,MKT,1,,"Media B",-3000
1749,11,2025-01-11,400917,MKT,7,,"Media B",-2000
1750,11,2025-01-11,400917,MKT,2,,"Media B",-2000
1751,11,2025-01-11,400917,MKT,5,,"Media B",-2000
1752,11,2025-01-11,400917,MKT,6,,"Media B",-2000
1753,11,2025-01-11,400917,MKT,4,,"Media B",-2000
1754,11,2025-01-11,400917,MKT,3,,"Media C",-2100
1755,11,2025-01-11,400917,MKT,1,,"Media C",-2100
1756,11,2025-01-11,400917,MKT,7,,"Media C",-2100
1757,11,2025-01-11,400917,MKT,2,,"Media C",-2100
1758,11,2025-01-11,400917,MKT,5,,"Media C",-2100
1759,11,2025-01-11,400917,MKT,6,,"Media C",-2100
1760,11,2025-01-11,400917,MKT,4,,"Media C",-2100
1761,11,2025-01-11,400917,PMN,,,LAN_Salary,-1400
1762,11,2025-01-11,400917,MKT,,,LAN_Salary,-1400
1763,11,2025-01-11,400917,RTL,3,,LAN_Salary,-1400
1764,11,2025-01-11,400917,RTL,1,,LAN_Salary,-1400
1765,11,2025-01-11,400917,RTL,7,,LAN_Salary,-1400
1766,11,2025-01-11,400917,RTL,2,,LAN_Salary,-1400
1767,11,2025-01-11,400917,RTL,5,,LAN_Salary,-1400
1768,11,2025-01-11,400917,RTL,6,,LAN_Salary,-1400
1769,11,2025-01-11,400917,RTL,4,,LAN_Salary,-1400
1770,11,2025-01-11,400917,RTL,3,1,LAN_Revenue,23580
1771,11,2025-01-11,400917,RTL,3,3,LAN_Revenue,33876
1772,11,2025-01-11,400917,RTL,1,1,LAN_Revenue,89232
1773,11,2025-01-11,400917,RTL,1,2,LAN_Revenue,52024
1774,11,2025-01-11,400917,RTL,7,1,LAN_Revenue,27744
1775,11,2025-01-11,400917,RTL,7,2,LAN_Revenue,18410
1776,11,2025-01-11,400917,RTL,2,1,LAN_Revenue,49260
1777,11,2025-01-11,400917,RTL,2,2,LAN_Revenue,10890
1778,11,2025-01-11,400917,RTL,2,3,LAN_Revenue,27710
1779,11,2025-01-11,400917,RTL,5,1,LAN_Revenue,24090
1780,11,2025-01-11,400917,RTL,5,3,LAN_Revenue,44172
1781,11,2025-01-11,400917,RTL,6,2,LAN_Revenue,20425
1782,11,2025-01-11,400917,RTL,6,3,LAN_Revenue,28375
