id,day,date,teamid,l_id,opex,dept,notes,opex_amount
1295,8,2025-01-08,400917,5,LAN_Marketing,MKT,"Media C",1100
1296,8,2025-01-08,400917,6,LAN_Marketing,MKT,"Media C",1100
1297,8,2025-01-08,400917,3,LAN_Marketing,MKT,"Media B",1500
1298,8,2025-01-08,400917,7,LAN_Marketing,MKT,"Media B",1500
1299,8,2025-01-08,400917,2,LAN_Marketing,MKT,"Media B",1500
1300,8,2025-01-08,400917,5,LAN_Marketing,MKT,"Media B",1500
1301,8,2025-01-08,400917,6,LAN_Marketing,MKT,"Media B",1500
1302,8,2025-01-08,400917,3,LAN_Marketing,MKT,"Media A",1000
1303,8,2025-01-08,400917,1,LAN_Marketing,MKT,"Media A",1000
1304,8,2025-01-08,400917,7,LAN_Marketing,MKT,"Media A",1000
1305,8,2025-01-08,400917,2,LAN_Marketing,MKT,"Media A",1000
1306,8,2025-01-08,400917,5,LAN_Marketing,MKT,"Media A",1000
1307,8,2025-01-08,400917,6,LAN_Marketing,MKT,"Media A",1000
1308,8,2025-01-08,400917,,LAN_Salary,PMN,LAN_Salary,1400
1309,8,2025-01-08,400917,,LAN_Salary,MKT,LAN_Salary,1400
1310,8,2025-01-08,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1311,8,2025-01-08,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1312,8,2025-01-08,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1313,8,2025-01-08,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1314,8,2025-01-08,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1315,8,2025-01-08,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1316,8,2025-01-08,400917,4,LAN_Salary,RTL,LAN_Salary,1400
1330,8,2025-01-08,400917,3,LAN_OverflowRental,RTL,LAN_OverflowRental,396
1331,8,2025-01-08,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1332,8,2025-01-08,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1333,8,2025-01-08,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1334,8,2025-01-08,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1335,8,2025-01-08,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1336,8,2025-01-08,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1337,8,2025-01-08,400917,4,LAN_Rental,RTL,LAN_Rental,2080
1338,8,2025-01-08,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1339,8,2025-01-08,400918,4,LAN_Marketing,MKT,"Media B",500
1340,8,2025-01-08,400918,6,LAN_Marketing,MKT,"Media C",1000
1341,8,2025-01-08,400918,,LAN_Salary,PMN,LAN_Salary,1400
1342,8,2025-01-08,400918,,LAN_Salary,MKT,LAN_Salary,1400
1343,8,2025-01-08,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1344,8,2025-01-08,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1345,8,2025-01-08,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1346,8,2025-01-08,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1347,8,2025-01-08,400918,2,LAN_Salary,RTL,LAN_Salary,1400
1348,8,2025-01-08,400918,3,LAN_Salary,RTL,LAN_Salary,1400
1349,8,2025-01-08,400918,5,LAN_Salary,RTL,LAN_Salary,1400
1362,8,2025-01-08,400918,6,LAN_OverflowRental,RTL,LAN_OverflowRental,2107
1363,8,2025-01-08,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1364,8,2025-01-08,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1365,8,2025-01-08,400918,1,LAN_OverflowRental,RTL,LAN_OverflowRental,2457
1366,8,2025-01-08,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1367,8,2025-01-08,400918,7,LAN_OverflowRental,RTL,LAN_OverflowRental,210
1368,8,2025-01-08,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1369,8,2025-01-08,400918,2,LAN_Rental,RTL,LAN_Rental,3600
1370,8,2025-01-08,400918,3,LAN_Rental,RTL,LAN_Rental,4080
1371,8,2025-01-08,400918,5,LAN_Rental,RTL,LAN_Rental,7080
1372,8,2025-01-08,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1373,8,2025-01-08,400919,5,LAN_Marketing,MKT,"Media C",300
1374,8,2025-01-08,400919,1,LAN_Marketing,MKT,"Media A",1000
1375,8,2025-01-08,400919,,LAN_Salary,PMN,LAN_Salary,1400
1376,8,2025-01-08,400919,,LAN_Salary,MKT,LAN_Salary,1400
1377,8,2025-01-08,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1378,8,2025-01-08,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1379,8,2025-01-08,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1380,8,2025-01-08,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1381,8,2025-01-08,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1382,8,2025-01-08,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1383,8,2025-01-08,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1403,8,2025-01-08,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1404,8,2025-01-08,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1405,8,2025-01-08,400919,7,LAN_Rental,RTL,LAN_Rental,400
1406,8,2025-01-08,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1407,8,2025-01-08,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1408,8,2025-01-08,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1409,8,2025-01-08,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1423,9,2025-01-09,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1424,9,2025-01-09,400917,3,LAN_Marketing,MKT,"Media C",1100
1425,9,2025-01-09,400917,1,LAN_Marketing,MKT,"Media C",1100
1426,9,2025-01-09,400917,7,LAN_Marketing,MKT,"Media C",1100
1427,9,2025-01-09,400917,2,LAN_Marketing,MKT,"Media C",1100
1428,9,2025-01-09,400917,5,LAN_Marketing,MKT,"Media C",1100
1429,9,2025-01-09,400917,6,LAN_Marketing,MKT,"Media C",1100
1430,9,2025-01-09,400917,3,LAN_Marketing,MKT,"Media B",1500
1431,9,2025-01-09,400917,7,LAN_Marketing,MKT,"Media B",1500
1432,9,2025-01-09,400917,2,LAN_Marketing,MKT,"Media B",1500
1433,9,2025-01-09,400917,5,LAN_Marketing,MKT,"Media B",1500
1434,9,2025-01-09,400917,6,LAN_Marketing,MKT,"Media B",1500
1435,9,2025-01-09,400917,3,LAN_Marketing,MKT,"Media A",2000
1436,9,2025-01-09,400917,1,LAN_Marketing,MKT,"Media A",3000
1437,9,2025-01-09,400917,7,LAN_Marketing,MKT,"Media A",2000
1438,9,2025-01-09,400917,2,LAN_Marketing,MKT,"Media A",2000
1439,9,2025-01-09,400917,5,LAN_Marketing,MKT,"Media A",2000
1440,9,2025-01-09,400917,6,LAN_Marketing,MKT,"Media A",2000
1441,9,2025-01-09,400917,4,LAN_Marketing,MKT,"Media A",2000
1442,9,2025-01-09,400917,,LAN_Salary,PMN,LAN_Salary,1400
1443,9,2025-01-09,400917,,LAN_Salary,MKT,LAN_Salary,1400
1444,9,2025-01-09,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1445,9,2025-01-09,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1446,9,2025-01-09,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1447,9,2025-01-09,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1448,9,2025-01-09,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1449,9,2025-01-09,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1450,9,2025-01-09,400917,4,LAN_Salary,RTL,LAN_Salary,1400
1465,9,2025-01-09,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1466,9,2025-01-09,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1467,9,2025-01-09,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1468,9,2025-01-09,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1469,9,2025-01-09,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1470,9,2025-01-09,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1471,9,2025-01-09,400917,4,LAN_Rental,RTL,LAN_Rental,2080
1472,9,2025-01-09,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1473,9,2025-01-09,400918,4,LAN_Marketing,MKT,"Media B",500
1474,9,2025-01-09,400918,6,LAN_Marketing,MKT,"Media C",1000
1475,9,2025-01-09,400918,,LAN_Salary,PMN,LAN_Salary,1400
1476,9,2025-01-09,400918,,LAN_Salary,MKT,LAN_Salary,1400
1477,9,2025-01-09,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1478,9,2025-01-09,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1479,9,2025-01-09,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1480,9,2025-01-09,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1481,9,2025-01-09,400918,2,LAN_Salary,RTL,LAN_Salary,1400
1482,9,2025-01-09,400918,3,LAN_Salary,RTL,LAN_Salary,1400
1483,9,2025-01-09,400918,5,LAN_Salary,RTL,LAN_Salary,1400
1507,9,2025-01-09,400918,6,LAN_OverflowRental,RTL,LAN_OverflowRental,1274
1508,9,2025-01-09,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1509,9,2025-01-09,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1510,9,2025-01-09,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1511,9,2025-01-09,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1512,9,2025-01-09,400918,2,LAN_Rental,RTL,LAN_Rental,3600
1513,9,2025-01-09,400918,3,LAN_Rental,RTL,LAN_Rental,4080
1514,9,2025-01-09,400918,5,LAN_Rental,RTL,LAN_Rental,7080
1515,9,2025-01-09,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1516,9,2025-01-09,400919,5,LAN_Marketing,MKT,"Media C",300
1517,9,2025-01-09,400919,1,LAN_Marketing,MKT,"Media A",1000
1518,9,2025-01-09,400919,6,LAN_Marketing,MKT,"Media B",2000
1519,9,2025-01-09,400919,2,LAN_Marketing,MKT,"Media B",2000
1520,9,2025-01-09,400919,7,LAN_Marketing,MKT,"Media B",2000
1521,9,2025-01-09,400919,5,LAN_Marketing,MKT,"Media B",2000
1522,9,2025-01-09,400919,4,LAN_Marketing,MKT,"Media B",2000
1523,9,2025-01-09,400919,3,LAN_Marketing,MKT,"Media B",2000
1524,9,2025-01-09,400919,1,LAN_Marketing,MKT,"Media B",2000
1525,9,2025-01-09,400919,,LAN_Salary,PMN,LAN_Salary,1400
1526,9,2025-01-09,400919,,LAN_Salary,MKT,LAN_Salary,1400
1527,9,2025-01-09,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1528,9,2025-01-09,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1529,9,2025-01-09,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1530,9,2025-01-09,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1531,9,2025-01-09,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1532,9,2025-01-09,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1533,9,2025-01-09,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1554,9,2025-01-09,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1555,9,2025-01-09,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1556,9,2025-01-09,400919,7,LAN_Rental,RTL,LAN_Rental,400
1557,9,2025-01-09,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1558,9,2025-01-09,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1559,9,2025-01-09,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1560,9,2025-01-09,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1574,10,2025-01-10,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1575,10,2025-01-10,400917,3,LAN_Marketing,MKT,"Media C",1100
1576,10,2025-01-10,400917,1,LAN_Marketing,MKT,"Media C",1100
1577,10,2025-01-10,400917,7,LAN_Marketing,MKT,"Media C",1100
1578,10,2025-01-10,400917,2,LAN_Marketing,MKT,"Media C",1100
1579,10,2025-01-10,400917,5,LAN_Marketing,MKT,"Media C",1100
1580,10,2025-01-10,400917,6,LAN_Marketing,MKT,"Media C",1100
1581,10,2025-01-10,400917,3,LAN_Marketing,MKT,"Media A",2000
1582,10,2025-01-10,400917,1,LAN_Marketing,MKT,"Media A",3000
1583,10,2025-01-10,400917,7,LAN_Marketing,MKT,"Media A",2000
1584,10,2025-01-10,400917,2,LAN_Marketing,MKT,"Media A",2000
1585,10,2025-01-10,400917,5,LAN_Marketing,MKT,"Media A",2000
1586,10,2025-01-10,400917,6,LAN_Marketing,MKT,"Media A",2000
1587,10,2025-01-10,400917,4,LAN_Marketing,MKT,"Media A",2000
1588,10,2025-01-10,400917,3,LAN_Marketing,MKT,"Media B",2000
1589,10,2025-01-10,400917,1,LAN_Marketing,MKT,"Media B",3000
1590,10,2025-01-10,400917,7,LAN_Marketing,MKT,"Media B",2000
1591,10,2025-01-10,400917,2,LAN_Marketing,MKT,"Media B",2000
1592,10,2025-01-10,400917,5,LAN_Marketing,MKT,"Media B",2000
1593,10,2025-01-10,400917,6,LAN_Marketing,MKT,"Media B",2000
1594,10,2025-01-10,400917,4,LAN_Marketing,MKT,"Media B",2000
1595,10,2025-01-10,400917,,LAN_Salary,PMN,LAN_Salary,1400
1596,10,2025-01-10,400917,,LAN_Salary,MKT,LAN_Salary,1400
1597,10,2025-01-10,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1598,10,2025-01-10,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1599,10,2025-01-10,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1600,10,2025-01-10,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1601,10,2025-01-10,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1602,10,2025-01-10,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1603,10,2025-01-10,400917,4,LAN_Salary,RTL,LAN_Salary,1400
1619,10,2025-01-10,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1620,10,2025-01-10,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1621,10,2025-01-10,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1622,10,2025-01-10,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1623,10,2025-01-10,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1624,10,2025-01-10,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1625,10,2025-01-10,400917,4,LAN_Rental,RTL,LAN_Rental,2080
1627,10,2025-01-10,400917,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
1628,10,2025-01-10,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1629,10,2025-01-10,400918,4,LAN_Marketing,MKT,"Media B",500
1630,10,2025-01-10,400918,6,LAN_Marketing,MKT,"Media C",1000
1631,10,2025-01-10,400918,7,LAN_Marketing,MKT,"Media A",4500
1632,10,2025-01-10,400918,,LAN_Salary,PMN,LAN_Salary,1400
1633,10,2025-01-10,400918,,LAN_Salary,MKT,LAN_Salary,1400
1634,10,2025-01-10,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1635,10,2025-01-10,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1636,10,2025-01-10,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1637,10,2025-01-10,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1638,10,2025-01-10,400918,2,LAN_Salary,RTL,LAN_Salary,1400
1639,10,2025-01-10,400918,3,LAN_Salary,RTL,LAN_Salary,1400
1640,10,2025-01-10,400918,5,LAN_Salary,RTL,LAN_Salary,1400
1662,10,2025-01-10,400918,6,LAN_OverflowRental,RTL,LAN_OverflowRental,441
1663,10,2025-01-10,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1664,10,2025-01-10,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1665,10,2025-01-10,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1666,10,2025-01-10,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1667,10,2025-01-10,400918,2,LAN_Rental,RTL,LAN_Rental,3600
1668,10,2025-01-10,400918,3,LAN_Rental,RTL,LAN_Rental,4080
1669,10,2025-01-10,400918,5,LAN_Rental,RTL,LAN_Rental,7080
1671,10,2025-01-10,400918,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
1672,10,2025-01-10,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1673,10,2025-01-10,400919,1,LAN_Marketing,MKT,"Media A",1000
1674,10,2025-01-10,400919,6,LAN_Marketing,MKT,"Media B",2000
1675,10,2025-01-10,400919,2,LAN_Marketing,MKT,"Media B",2000
1676,10,2025-01-10,400919,7,LAN_Marketing,MKT,"Media B",2000
1677,10,2025-01-10,400919,5,LAN_Marketing,MKT,"Media B",2000
1678,10,2025-01-10,400919,4,LAN_Marketing,MKT,"Media B",2000
1679,10,2025-01-10,400919,3,LAN_Marketing,MKT,"Media B",2000
1680,10,2025-01-10,400919,1,LAN_Marketing,MKT,"Media B",2000
1681,10,2025-01-10,400919,6,LAN_Marketing,MKT,"Media C",2000
1682,10,2025-01-10,400919,2,LAN_Marketing,MKT,"Media C",2000
1683,10,2025-01-10,400919,7,LAN_Marketing,MKT,"Media C",2000
1684,10,2025-01-10,400919,5,LAN_Marketing,MKT,"Media C",2000
1685,10,2025-01-10,400919,4,LAN_Marketing,MKT,"Media C",2000
1686,10,2025-01-10,400919,3,LAN_Marketing,MKT,"Media C",2000
1687,10,2025-01-10,400919,1,LAN_Marketing,MKT,"Media C",2000
1688,10,2025-01-10,400919,,LAN_Salary,PMN,LAN_Salary,1400
1689,10,2025-01-10,400919,,LAN_Salary,MKT,LAN_Salary,1400
1690,10,2025-01-10,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1691,10,2025-01-10,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1692,10,2025-01-10,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1693,10,2025-01-10,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1694,10,2025-01-10,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1695,10,2025-01-10,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1696,10,2025-01-10,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1715,10,2025-01-10,400919,6,LAN_OverflowRental,RTL,LAN_OverflowRental,392
1716,10,2025-01-10,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1717,10,2025-01-10,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1718,10,2025-01-10,400919,7,LAN_Rental,RTL,LAN_Rental,400
1719,10,2025-01-10,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1720,10,2025-01-10,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1721,10,2025-01-10,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1722,10,2025-01-10,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1724,10,2025-01-10,400919,,"LAN_Bank LAN_Admin LAN_Fee",FIN,"LAN_Bank LAN_Fee",200
1739,11,2025-01-11,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1740,11,2025-01-11,400917,3,LAN_Marketing,MKT,"Media A",2000
1741,11,2025-01-11,400917,1,LAN_Marketing,MKT,"Media A",3000
1742,11,2025-01-11,400917,7,LAN_Marketing,MKT,"Media A",2000
1743,11,2025-01-11,400917,2,LAN_Marketing,MKT,"Media A",2000
1744,11,2025-01-11,400917,5,LAN_Marketing,MKT,"Media A",2000
1745,11,2025-01-11,400917,6,LAN_Marketing,MKT,"Media A",2000
1746,11,2025-01-11,400917,4,LAN_Marketing,MKT,"Media A",2000
1747,11,2025-01-11,400917,3,LAN_Marketing,MKT,"Media B",2000
1748,11,2025-01-11,400917,1,LAN_Marketing,MKT,"Media B",3000
1749,11,2025-01-11,400917,7,LAN_Marketing,MKT,"Media B",2000
1750,11,2025-01-11,400917,2,LAN_Marketing,MKT,"Media B",2000
1751,11,2025-01-11,400917,5,LAN_Marketing,MKT,"Media B",2000
1752,11,2025-01-11,400917,6,LAN_Marketing,MKT,"Media B",2000
1753,11,2025-01-11,400917,4,LAN_Marketing,MKT,"Media B",2000
1754,11,2025-01-11,400917,3,LAN_Marketing,MKT,"Media C",2100
1755,11,2025-01-11,400917,1,LAN_Marketing,MKT,"Media C",2100
1756,11,2025-01-11,400917,7,LAN_Marketing,MKT,"Media C",2100
1757,11,2025-01-11,400917,2,LAN_Marketing,MKT,"Media C",2100
1758,11,2025-01-11,400917,5,LAN_Marketing,MKT,"Media C",2100
1759,11,2025-01-11,400917,6,LAN_Marketing,MKT,"Media C",2100
1760,11,2025-01-11,400917,4,LAN_Marketing,MKT,"Media C",2100
1761,11,2025-01-11,400917,,LAN_Salary,PMN,LAN_Salary,1400
1762,11,2025-01-11,400917,,LAN_Salary,MKT,LAN_Salary,1400
1763,11,2025-01-11,400917,3,LAN_Salary,RTL,LAN_Salary,1400
1764,11,2025-01-11,400917,1,LAN_Salary,RTL,LAN_Salary,1400
1765,11,2025-01-11,400917,7,LAN_Salary,RTL,LAN_Salary,1400
1766,11,2025-01-11,400917,2,LAN_Salary,RTL,LAN_Salary,1400
1767,11,2025-01-11,400917,5,LAN_Salary,RTL,LAN_Salary,1400
1768,11,2025-01-11,400917,6,LAN_Salary,RTL,LAN_Salary,1400
1769,11,2025-01-11,400917,4,LAN_Salary,RTL,LAN_Salary,1400
1785,11,2025-01-11,400917,3,LAN_Rental,RTL,LAN_Rental,1360
1786,11,2025-01-11,400917,1,LAN_Rental,RTL,LAN_Rental,11800
1787,11,2025-01-11,400917,7,LAN_Rental,RTL,LAN_Rental,1600
1788,11,2025-01-11,400917,2,LAN_Rental,RTL,LAN_Rental,1200
1789,11,2025-01-11,400917,5,LAN_Rental,RTL,LAN_Rental,2360
1790,11,2025-01-11,400917,6,LAN_Rental,RTL,LAN_Rental,1840
1791,11,2025-01-11,400917,4,LAN_Rental,RTL,LAN_Rental,2080
1792,11,2025-01-11,400918,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1793,11,2025-01-11,400918,4,LAN_Marketing,MKT,"Media B",500
1794,11,2025-01-11,400918,6,LAN_Marketing,MKT,"Media C",1000
1795,11,2025-01-11,400918,7,LAN_Marketing,MKT,"Media A",4500
1796,11,2025-01-11,400918,,LAN_Salary,PMN,LAN_Salary,1400
1797,11,2025-01-11,400918,,LAN_Salary,MKT,LAN_Salary,1400
1798,11,2025-01-11,400918,6,LAN_Salary,RTL,LAN_Salary,1400
1799,11,2025-01-11,400918,4,LAN_Salary,RTL,LAN_Salary,1400
1800,11,2025-01-11,400918,1,LAN_Salary,RTL,LAN_Salary,1400
1801,11,2025-01-11,400918,7,LAN_Salary,RTL,LAN_Salary,1400
1802,11,2025-01-11,400918,2,LAN_Salary,RTL,LAN_Salary,1400
1803,11,2025-01-11,400918,3,LAN_Salary,RTL,LAN_Salary,1400
1804,11,2025-01-11,400918,5,LAN_Salary,RTL,LAN_Salary,1400
1826,11,2025-01-11,400918,6,LAN_OverflowRental,RTL,LAN_OverflowRental,196
1827,11,2025-01-11,400918,6,LAN_Rental,RTL,LAN_Rental,2760
1828,11,2025-01-11,400918,4,LAN_Rental,RTL,LAN_Rental,1560
1829,11,2025-01-11,400918,1,LAN_Rental,RTL,LAN_Rental,3540
1830,11,2025-01-11,400918,7,LAN_Rental,RTL,LAN_Rental,1600
1831,11,2025-01-11,400918,2,LAN_Rental,RTL,LAN_Rental,3600
1832,11,2025-01-11,400918,3,LAN_Rental,RTL,LAN_Rental,4080
1833,11,2025-01-11,400918,5,LAN_Rental,RTL,LAN_Rental,7080
1834,11,2025-01-11,400919,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1835,11,2025-01-11,400919,1,LAN_Marketing,MKT,"Media A",1000
1836,11,2025-01-11,400919,6,LAN_Marketing,MKT,"Media B",2000
1837,11,2025-01-11,400919,2,LAN_Marketing,MKT,"Media B",2000
1838,11,2025-01-11,400919,7,LAN_Marketing,MKT,"Media B",2000
1839,11,2025-01-11,400919,5,LAN_Marketing,MKT,"Media B",2000
1840,11,2025-01-11,400919,4,LAN_Marketing,MKT,"Media B",2000
1841,11,2025-01-11,400919,3,LAN_Marketing,MKT,"Media B",2000
1842,11,2025-01-11,400919,1,LAN_Marketing,MKT,"Media B",2000
1843,11,2025-01-11,400919,6,LAN_Marketing,MKT,"Media C",2000
1844,11,2025-01-11,400919,2,LAN_Marketing,MKT,"Media C",2000
1845,11,2025-01-11,400919,7,LAN_Marketing,MKT,"Media C",2000
1846,11,2025-01-11,400919,5,LAN_Marketing,MKT,"Media C",2000
1847,11,2025-01-11,400919,4,LAN_Marketing,MKT,"Media C",2000
1848,11,2025-01-11,400919,3,LAN_Marketing,MKT,"Media C",2000
1849,11,2025-01-11,400919,1,LAN_Marketing,MKT,"Media C",2000
1850,11,2025-01-11,400919,,LAN_Salary,PMN,LAN_Salary,1400
1851,11,2025-01-11,400919,,LAN_Salary,MKT,LAN_Salary,1400
1852,11,2025-01-11,400919,6,LAN_Salary,RTL,LAN_Salary,1400
1853,11,2025-01-11,400919,2,LAN_Salary,RTL,LAN_Salary,1400
1854,11,2025-01-11,400919,7,LAN_Salary,RTL,LAN_Salary,1400
1855,11,2025-01-11,400919,5,LAN_Salary,RTL,LAN_Salary,1400
1856,11,2025-01-11,400919,4,LAN_Salary,RTL,LAN_Salary,1400
1857,11,2025-01-11,400919,3,LAN_Salary,RTL,LAN_Salary,1400
1858,11,2025-01-11,400919,1,LAN_Salary,RTL,LAN_Salary,1400
1873,11,2025-01-11,400919,6,LAN_OverflowRental,RTL,LAN_OverflowRental,3136
1874,11,2025-01-11,400919,6,LAN_Rental,RTL,LAN_Rental,1840
1875,11,2025-01-11,400919,2,LAN_Rental,RTL,LAN_Rental,3000
1876,11,2025-01-11,400919,7,LAN_Rental,RTL,LAN_Rental,400
1877,11,2025-01-11,400919,5,LAN_Rental,RTL,LAN_Rental,2360
1878,11,2025-01-11,400919,4,LAN_Rental,RTL,LAN_Rental,1040
1879,11,2025-01-11,400919,3,LAN_Rental,RTL,LAN_Rental,1360
1880,11,2025-01-11,400919,1,LAN_Rental,RTL,LAN_Rental,8850
1895,12,2025-01-12,400917,,LAN_Marketing,MKT,"LAN_Report LAN_Subscription",2000
1896,12,2025-01-12,400917,3,LAN_Marketing,MKT,"Media B",2000
1897,12,2025-01-12,400917,1,LAN_Marketing,MKT,"Media B",3000
1898,12,2025-01-12,400917,7,LAN_Marketing,MKT,"Media B",2000
1899,12,2025-01-12,400917,2,LAN_Marketing,MKT,"Media B",2000
1900,12,2025-01-12,400917,5,LAN_Marketing,MKT,"Media B",2000
1901,12,2025-01-12,400917,6,LAN_Marketing,MKT,"Media B",2000
1902,12,2025-01-12,400917,4,LAN_Marketing,MKT,"Media B",2000
1903,12,2025-01-12,400917,3,LAN_Marketing,MKT,"Media C",2100
1904,12,2025-01-12,400917,1,LAN_Marketing,MKT,"Media C",2100
1905,12,2025-01-12,400917,7,LAN_Marketing,MKT,"Media C",2100
1906,12,2025-01-12,400917,2,LAN_Marketing,MKT,"Media C",2100
1907,12,2025-01-12,400917,5,LAN_Marketing,MKT,"Media C",2100
