id,day,date,teamid,dept,l_id,p_id,product,unit_sold,c_id,client,price,cogs,trxid,tpe,sales_amount
1390,8,2025-01-08,400919,RTL,7,2,"Hot Chocolate",222,,,20.00,2886.00,,LAN_Retail,4440
1391,8,2025-01-08,400919,RTL,5,1,Americano,423,,,20.00,4230.00,,LAN_Retail,8460
1392,8,2025-01-08,400919,RTL,5,2,"Hot Chocolate",266,,,20.00,3458.00,,LAN_Retail,5320
1393,8,2025-01-08,400919,RTL,5,3,"Bubble Milk Tea",593,,,20.00,9488.00,,LAN_Retail,11860
1394,8,2025-01-08,400919,RTL,4,1,Americano,153,,,20.00,1530.00,,LAN_Retail,3060
1395,8,2025-01-08,400919,RTL,4,2,"Hot Chocolate",917,,,20.00,11921.00,,LAN_Retail,18340
1396,8,2025-01-08,400919,RTL,4,3,"Bubble Milk Tea",290,,,20.00,4640.00,,LAN_Retail,5800
1397,8,2025-01-08,400919,RTL,3,1,Americano,529,,,20.00,5290.00,,LAN_Retail,10580
1398,8,2025-01-08,400919,RTL,3,2,"Hot Chocolate",169,,,20.00,2197.00,,LAN_Retail,3380
1399,8,2025-01-08,400919,RTL,3,3,"Bubble Milk Tea",430,,,20.00,6880.00,,LAN_Retail,8600
1400,8,2025-01-08,400919,RTL,1,1,Americano,1346,,,21.00,13460.00,,LAN_Retail,28266
1401,8,2025-01-08,400919,RTL,1,2,"Hot Chocolate",725,,,23.00,9425.00,,LAN_Retail,16675
1402,8,2025-01-08,400919,RTL,1,3,"Bubble Milk Tea",265,,,22.00,4240.00,,LAN_Retail,5830
1451,9,2025-01-09,400917,RTL,3,3,"Bubble Milk Tea",2549,,,36.00,40784.00,,LAN_Retail,91764
1452,9,2025-01-09,400917,RTL,1,1,Americano,6175,,,28.00,61750.00,,LAN_Retail,172900
1453,9,2025-01-09,400917,RTL,1,2,"Hot Chocolate",2339,,,30.00,30407.00,,LAN_Retail,70170
1454,9,2025-01-09,400917,RTL,7,1,Americano,2367,,,32.00,23670.00,,LAN_Retail,75744
1455,9,2025-01-09,400917,RTL,7,2,"Hot Chocolate",1363,,,35.00,17719.00,,LAN_Retail,47705
1456,9,2025-01-09,400917,RTL,2,1,Americano,3803,,,30.00,38030.00,,LAN_Retail,114090
1457,9,2025-01-09,400917,RTL,2,2,"Hot Chocolate",548,,,33.00,7124.00,,LAN_Retail,18084
1458,9,2025-01-09,400917,RTL,2,3,"Bubble Milk Tea",1934,,,34.00,30944.00,,LAN_Retail,65756
1459,9,2025-01-09,400917,RTL,5,1,Americano,2066,,,30.00,20660.00,,LAN_Retail,61980
1460,9,2025-01-09,400917,RTL,5,3,"Bubble Milk Tea",2724,,,36.00,43584.00,,LAN_Retail,98064
1461,9,2025-01-09,400917,RTL,6,1,Americano,700,,,32.00,7000.00,,LAN_Retail,22400
1462,9,2025-01-09,400917,RTL,6,2,"Hot Chocolate",1601,,,35.00,20813.00,,LAN_Retail,56035
1463,9,2025-01-09,400917,RTL,6,3,"Bubble Milk Tea",2572,,,38.00,41152.00,,LAN_Retail,97736
1464,9,2025-01-09,400917,RTL,4,2,"Hot Chocolate",2663,,,35.00,34619.00,,LAN_Retail,93205
1484,9,2025-01-09,400918,RTL,6,1,Americano,544,,,22.00,5440.00,,LAN_Retail,11968
1486,9,2025-01-09,400918,RTL,6,2,"Hot Chocolate",1290,,,23.00,16770.00,,LAN_Retail,29670
1487,9,2025-01-09,400918,RTL,6,3,"Bubble Milk Tea",1608,,,27.00,25728.00,,LAN_Retail,43416
1488,9,2025-01-09,400918,RTL,4,1,Americano,942,,,23.00,9420.00,,LAN_Retail,21666
1489,9,2025-01-09,400918,RTL,4,2,"Hot Chocolate",4064,,,22.00,52832.00,,LAN_Retail,89408
1490,9,2025-01-09,400918,RTL,4,3,"Bubble Milk Tea",1417,,,25.00,22672.00,,LAN_Retail,35425
1492,9,2025-01-09,400918,RTL,1,1,Americano,5408,,,27.00,54080.00,,LAN_Retail,146016
1493,9,2025-01-09,400918,RTL,1,2,"Hot Chocolate",2621,,,25.00,34073.00,,LAN_Retail,65525
1494,9,2025-01-09,400918,RTL,1,3,"Bubble Milk Tea",619,,,32.00,9904.00,,LAN_Retail,19808
1495,9,2025-01-09,400918,RTL,7,1,Americano,1924,,,28.00,19240.00,,LAN_Retail,53872
1496,9,2025-01-09,400918,RTL,7,2,"Hot Chocolate",964,,,30.00,12532.00,,LAN_Retail,28920
1497,9,2025-01-09,400918,RTL,7,3,"Bubble Milk Tea",381,,,33.00,6096.00,,LAN_Retail,12573
1498,9,2025-01-09,400918,RTL,2,1,Americano,1944,,,32.00,19440.00,,LAN_Retail,62208
1499,9,2025-01-09,400918,RTL,2,2,"Hot Chocolate",280,,,35.00,3640.00,,LAN_Retail,9800
1500,9,2025-01-09,400918,RTL,2,3,"Bubble Milk Tea",879,,,38.00,14064.00,,LAN_Retail,33402
1501,9,2025-01-09,400918,RTL,3,1,Americano,719,,,32.00,7190.00,,LAN_Retail,23008
1502,9,2025-01-09,400918,RTL,3,2,"Hot Chocolate",270,,,35.00,3510.00,,LAN_Retail,9450
1503,9,2025-01-09,400918,RTL,3,3,"Bubble Milk Tea",1360,,,38.00,21760.00,,LAN_Retail,51680
1504,9,2025-01-09,400918,RTL,5,1,Americano,686,,,32.00,6860.00,,LAN_Retail,21952
1505,9,2025-01-09,400918,RTL,5,2,"Hot Chocolate",338,,,35.00,4394.00,,LAN_Retail,11830
1506,9,2025-01-09,400918,RTL,5,3,"Bubble Milk Tea",1579,,,38.00,25264.00,,LAN_Retail,60002
1534,9,2025-01-09,400919,RTL,6,1,Americano,816,,,20.00,8160.00,,LAN_Retail,16320
1535,9,2025-01-09,400919,RTL,6,2,"Hot Chocolate",1997,,,20.00,25961.00,,LAN_Retail,39940
1536,9,2025-01-09,400919,RTL,6,3,"Bubble Milk Tea",2453,,,20.00,39248.00,,LAN_Retail,49060
1537,9,2025-01-09,400919,RTL,2,1,Americano,4284,,,20.00,42840.00,,LAN_Retail,85680
1538,9,2025-01-09,400919,RTL,2,2,"Hot Chocolate",998,,,20.00,12974.00,,LAN_Retail,19960
1539,9,2025-01-09,400919,RTL,2,3,"Bubble Milk Tea",1391,,,20.00,22256.00,,LAN_Retail,27820
1540,9,2025-01-09,400919,RTL,7,1,Americano,2585,,,20.00,25850.00,,LAN_Retail,51700
1541,9,2025-01-09,400919,RTL,7,2,"Hot Chocolate",1312,,,20.00,17056.00,,LAN_Retail,26240
1542,9,2025-01-09,400919,RTL,5,1,Americano,2471,,,20.00,24710.00,,LAN_Retail,49420
1543,9,2025-01-09,400919,RTL,5,2,"Hot Chocolate",1256,,,20.00,16328.00,,LAN_Retail,25120
1544,9,2025-01-09,400919,RTL,5,3,"Bubble Milk Tea",3015,,,20.00,48240.00,,LAN_Retail,60300
1545,9,2025-01-09,400919,RTL,4,1,Americano,1072,,,20.00,10720.00,,LAN_Retail,21440
1546,9,2025-01-09,400919,RTL,4,2,"Hot Chocolate",2072,,,20.00,26936.00,,LAN_Retail,41440
1547,9,2025-01-09,400919,RTL,4,3,"Bubble Milk Tea",1772,,,20.00,28352.00,,LAN_Retail,35440
1548,9,2025-01-09,400919,RTL,3,1,Americano,2170,,,20.00,21700.00,,LAN_Retail,43400
1549,9,2025-01-09,400919,RTL,3,2,"Hot Chocolate",1055,,,20.00,13715.00,,LAN_Retail,21100
1550,9,2025-01-09,400919,RTL,3,3,"Bubble Milk Tea",2470,,,20.00,39520.00,,LAN_Retail,49400
1551,9,2025-01-09,400919,RTL,1,1,Americano,6516,,,21.00,65160.00,,LAN_Retail,136836
1552,9,2025-01-09,400919,RTL,1,2,"Hot Chocolate",3340,,,23.00,43420.00,,LAN_Retail,76820
1553,9,2025-01-09,400919,RTL,1,3,"Bubble Milk Tea",805,,,22.00,12880.00,,LAN_Retail,17710
1604,10,2025-01-10,400917,RTL,3,3,"Bubble Milk Tea",2705,,,36.00,43280.00,,LAN_Retail,97380
1605,10,2025-01-10,400917,RTL,1,1,Americano,6596,,,28.00,65960.00,,LAN_Retail,184688
1606,10,2025-01-10,400917,RTL,1,2,"Hot Chocolate",4108,,,30.00,53404.00,,LAN_Retail,123240
1607,10,2025-01-10,400917,RTL,7,1,Americano,2440,,,32.00,24400.00,,LAN_Retail,78080
1608,10,2025-01-10,400917,RTL,7,2,"Hot Chocolate",1416,,,35.00,18408.00,,LAN_Retail,49560
1609,10,2025-01-10,400917,RTL,2,1,Americano,3834,,,30.00,38340.00,,LAN_Retail,115020
1610,10,2025-01-10,400917,RTL,2,2,"Hot Chocolate",1000,,,33.00,13000.00,,LAN_Retail,33000
1611,10,2025-01-10,400917,RTL,2,3,"Bubble Milk Tea",1066,,,34.00,17056.00,,LAN_Retail,36244
1612,10,2025-01-10,400917,RTL,5,1,Americano,1647,,,30.00,16470.00,,LAN_Retail,49410
1613,10,2025-01-10,400917,RTL,5,3,"Bubble Milk Tea",2952,,,36.00,47232.00,,LAN_Retail,106272
1614,10,2025-01-10,400917,RTL,6,1,Americano,434,,,29.00,4340.00,,LAN_Retail,12586
1615,10,2025-01-10,400917,RTL,6,2,"Hot Chocolate",2090,,,32.00,27170.00,,LAN_Retail,66880
1616,10,2025-01-10,400917,RTL,6,3,"Bubble Milk Tea",2810,,,35.00,44960.00,,LAN_Retail,98350
1617,10,2025-01-10,400917,RTL,4,2,"Hot Chocolate",3761,,,35.00,48893.00,,LAN_Retail,131635
1618,10,2025-01-10,400917,RTL,4,3,"Bubble Milk Tea",2059,,,38.00,32944.00,,LAN_Retail,78242
1641,10,2025-01-10,400918,RTL,6,1,Americano,552,,,22.00,5520.00,,LAN_Retail,12144
1642,10,2025-01-10,400918,RTL,6,2,"Hot Chocolate",1230,,,23.00,15990.00,,LAN_Retail,28290
1643,10,2025-01-10,400918,RTL,6,3,"Bubble Milk Tea",1504,,,27.00,24064.00,,LAN_Retail,40608
1644,10,2025-01-10,400918,RTL,4,1,Americano,958,,,23.00,9580.00,,LAN_Retail,22034
1645,10,2025-01-10,400918,RTL,4,2,"Hot Chocolate",4416,,,22.00,57408.00,,LAN_Retail,97152
1646,10,2025-01-10,400918,RTL,4,3,"Bubble Milk Tea",1087,,,25.00,17392.00,,LAN_Retail,27175
1647,10,2025-01-10,400918,RTL,1,1,Americano,5796,,,22.00,57960.00,,LAN_Retail,127512
1648,10,2025-01-10,400918,RTL,1,2,"Hot Chocolate",2724,,,25.00,35412.00,,LAN_Retail,68100
1649,10,2025-01-10,400918,RTL,1,3,"Bubble Milk Tea",1059,,,32.00,16944.00,,LAN_Retail,33888
1650,10,2025-01-10,400918,RTL,7,1,Americano,2765,,,28.00,27650.00,,LAN_Retail,77420
1651,10,2025-01-10,400918,RTL,7,2,"Hot Chocolate",1460,,,30.00,18980.00,,LAN_Retail,43800
1652,10,2025-01-10,400918,RTL,7,3,"Bubble Milk Tea",718,,,33.00,11488.00,,LAN_Retail,23694
1653,10,2025-01-10,400918,RTL,2,1,Americano,3340,,,27.00,33400.00,,LAN_Retail,90180
1654,10,2025-01-10,400918,RTL,2,2,"Hot Chocolate",596,,,26.00,7748.00,,LAN_Retail,15496
1655,10,2025-01-10,400918,RTL,2,3,"Bubble Milk Tea",919,,,30.00,14704.00,,LAN_Retail,27570
1656,10,2025-01-10,400918,RTL,3,1,Americano,1487,,,25.00,14870.00,,LAN_Retail,37175
1657,10,2025-01-10,400918,RTL,3,2,"Hot Chocolate",453,,,29.00,5889.00,,LAN_Retail,13137
1658,10,2025-01-10,400918,RTL,3,3,"Bubble Milk Tea",1346,,,31.00,21536.00,,LAN_Retail,41726
1659,10,2025-01-10,400918,RTL,5,1,Americano,1513,,,24.00,15130.00,,LAN_Retail,36312
1660,10,2025-01-10,400918,RTL,5,2,"Hot Chocolate",663,,,26.00,8619.00,,LAN_Retail,17238
1661,10,2025-01-10,400918,RTL,5,3,"Bubble Milk Tea",1668,,,30.00,26688.00,,LAN_Retail,50040
1697,10,2025-01-10,400919,RTL,6,1,Americano,1034,,,20.00,10340.00,,LAN_Retail,20680
1698,10,2025-01-10,400919,RTL,6,2,"Hot Chocolate",2352,,,20.00,30576.00,,LAN_Retail,47040
1699,10,2025-01-10,400919,RTL,6,3,"Bubble Milk Tea",2721,,,20.00,43536.00,,LAN_Retail,54420
1700,10,2025-01-10,400919,RTL,2,1,Americano,4989,,,20.00,49890.00,,LAN_Retail,99780
1701,10,2025-01-10,400919,RTL,2,2,"Hot Chocolate",1466,,,20.00,19058.00,,LAN_Retail,29320
1702,10,2025-01-10,400919,RTL,2,3,"Bubble Milk Tea",1328,,,20.00,21248.00,,LAN_Retail,26560
1703,10,2025-01-10,400919,RTL,7,1,Americano,3635,,,20.00,36350.00,,LAN_Retail,72700
1704,10,2025-01-10,400919,RTL,7,2,"Hot Chocolate",1957,,,20.00,25441.00,,LAN_Retail,39140
1705,10,2025-01-10,400919,RTL,5,1,Americano,2739,,,20.00,27390.00,,LAN_Retail,54780
1706,10,2025-01-10,400919,RTL,5,2,"Hot Chocolate",1441,,,20.00,18733.00,,LAN_Retail,28820
1707,10,2025-01-10,400919,RTL,5,3,"Bubble Milk Tea",3139,,,20.00,50224.00,,LAN_Retail,62780
1708,10,2025-01-10,400919,RTL,4,1,Americano,407,,,20.00,4070.00,,LAN_Retail,8140
1709,10,2025-01-10,400919,RTL,4,3,"Bubble Milk Tea",1838,,,20.00,29408.00,,LAN_Retail,36760
1710,10,2025-01-10,400919,RTL,3,1,Americano,1468,,,20.00,14680.00,,LAN_Retail,29360
1711,10,2025-01-10,400919,RTL,3,2,"Hot Chocolate",1241,,,20.00,16133.00,,LAN_Retail,24820
1712,10,2025-01-10,400919,RTL,3,3,"Bubble Milk Tea",2951,,,20.00,47216.00,,LAN_Retail,59020
1713,10,2025-01-10,400919,RTL,1,1,Americano,5676,,,21.00,56760.00,,LAN_Retail,119196
1714,10,2025-01-10,400919,RTL,1,2,"Hot Chocolate",4161,,,23.00,54093.00,,LAN_Retail,95703
1770,11,2025-01-11,400917,RTL,3,1,Americano,786,,,30.00,7860.00,,LAN_Retail,23580
1771,11,2025-01-11,400917,RTL,3,3,"Bubble Milk Tea",941,,,36.00,15056.00,,LAN_Retail,33876
1772,11,2025-01-11,400917,RTL,1,1,Americano,3432,,,26.00,34320.00,,LAN_Retail,89232
1773,11,2025-01-11,400917,RTL,1,2,"Hot Chocolate",1858,,,28.00,24154.00,,LAN_Retail,52024
1774,11,2025-01-11,400917,RTL,7,1,Americano,867,,,32.00,8670.00,,LAN_Retail,27744
1775,11,2025-01-11,400917,RTL,7,2,"Hot Chocolate",526,,,35.00,6838.00,,LAN_Retail,18410
1776,11,2025-01-11,400917,RTL,2,1,Americano,1642,,,30.00,16420.00,,LAN_Retail,49260
1777,11,2025-01-11,400917,RTL,2,2,"Hot Chocolate",330,,,33.00,4290.00,,LAN_Retail,10890
1778,11,2025-01-11,400917,RTL,2,3,"Bubble Milk Tea",815,,,34.00,13040.00,,LAN_Retail,27710
1779,11,2025-01-11,400917,RTL,5,1,Americano,803,,,30.00,8030.00,,LAN_Retail,24090
1780,11,2025-01-11,400917,RTL,5,3,"Bubble Milk Tea",1227,,,36.00,19632.00,,LAN_Retail,44172
1781,11,2025-01-11,400917,RTL,6,2,"Hot Chocolate",817,,,25.00,10621.00,,LAN_Retail,20425
1782,11,2025-01-11,400917,RTL,6,3,"Bubble Milk Tea",1135,,,25.00,18160.00,,LAN_Retail,28375
1783,11,2025-01-11,400917,RTL,4,2,"Hot Chocolate",1592,,,35.00,20696.00,,LAN_Retail,55720
1784,11,2025-01-11,400917,RTL,4,3,"Bubble Milk Tea",699,,,38.00,11184.00,,LAN_Retail,26562
1805,11,2025-01-11,400918,RTL,6,1,Americano,195,,,20.00,1950.00,,LAN_Retail,3900
1806,11,2025-01-11,400918,RTL,6,2,"Hot Chocolate",395,,,20.00,5135.00,,LAN_Retail,7900
1807,11,2025-01-11,400918,RTL,6,3,"Bubble Milk Tea",450,,,25.00,7200.00,,LAN_Retail,11250
1808,11,2025-01-11,400918,RTL,4,1,Americano,351,,,23.00,3510.00,,LAN_Retail,8073
1809,11,2025-01-11,400918,RTL,4,2,"Hot Chocolate",1221,,,22.00,15873.00,,LAN_Retail,26862
1810,11,2025-01-11,400918,RTL,4,3,"Bubble Milk Tea",312,,,25.00,4992.00,,LAN_Retail,7800
1811,11,2025-01-11,400918,RTL,1,1,Americano,1528,,,27.00,15280.00,,LAN_Retail,41256
1812,11,2025-01-11,400918,RTL,1,2,"Hot Chocolate",646,,,25.00,8398.00,,LAN_Retail,16150
1813,11,2025-01-11,400918,RTL,1,3,"Bubble Milk Tea",205,,,32.00,3280.00,,LAN_Retail,6560
1814,11,2025-01-11,400918,RTL,7,1,Americano,776,,,28.00,7760.00,,LAN_Retail,21728
1815,11,2025-01-11,400918,RTL,7,2,"Hot Chocolate",527,,,28.00,6851.00,,LAN_Retail,14756
1816,11,2025-01-11,400918,RTL,7,3,"Bubble Milk Tea",184,,,33.00,2944.00,,LAN_Retail,6072
1817,11,2025-01-11,400918,RTL,2,1,Americano,683,,,29.00,6830.00,,LAN_Retail,19807
1818,11,2025-01-11,400918,RTL,2,2,"Hot Chocolate",131,,,27.00,1703.00,,LAN_Retail,3537
1819,11,2025-01-11,400918,RTL,2,3,"Bubble Milk Tea",233,,,38.00,3728.00,,LAN_Retail,8854
1820,11,2025-01-11,400918,RTL,3,1,Americano,264,,,29.00,2640.00,,LAN_Retail,7656
1821,11,2025-01-11,400918,RTL,3,2,"Hot Chocolate",134,,,30.00,1742.00,,LAN_Retail,4020
1822,11,2025-01-11,400918,RTL,3,3,"Bubble Milk Tea",271,,,34.00,4336.00,,LAN_Retail,9214
1823,11,2025-01-11,400918,RTL,5,1,Americano,226,,,30.00,2260.00,,LAN_Retail,6780
1824,11,2025-01-11,400918,RTL,5,2,"Hot Chocolate",79,,,34.00,1027.00,,LAN_Retail,2686
1825,11,2025-01-11,400918,RTL,5,3,"Bubble Milk Tea",381,,,33.00,6096.00,,LAN_Retail,12573
1859,11,2025-01-11,400919,RTL,6,1,Americano,323,,,20.00,3230.00,,LAN_Retail,6460
1860,11,2025-01-11,400919,RTL,6,2,"Hot Chocolate",695,,,20.00,9035.00,,LAN_Retail,13900
1861,11,2025-01-11,400919,RTL,6,3,"Bubble Milk Tea",841,,,20.00,13456.00,,LAN_Retail,16820
1862,11,2025-01-11,400919,RTL,2,1,Americano,1882,,,20.00,18820.00,,LAN_Retail,37640
1863,11,2025-01-11,400919,RTL,2,2,"Hot Chocolate",402,,,20.00,5226.00,,LAN_Retail,8040
1864,11,2025-01-11,400919,RTL,7,1,Americano,1081,,,20.00,10810.00,,LAN_Retail,21620
1865,11,2025-01-11,400919,RTL,7,2,"Hot Chocolate",56,,,20.00,728.00,,LAN_Retail,1120
1866,11,2025-01-11,400919,RTL,5,1,Americano,860,,,20.00,8600.00,,LAN_Retail,17200
1867,11,2025-01-11,400919,RTL,5,2,"Hot Chocolate",367,,,20.00,4771.00,,LAN_Retail,7340
1868,11,2025-01-11,400919,RTL,5,3,"Bubble Milk Tea",1040,,,20.00,16640.00,,LAN_Retail,20800
1869,11,2025-01-11,400919,RTL,4,3,"Bubble Milk Tea",629,,,20.00,10064.00,,LAN_Retail,12580
1870,11,2025-01-11,400919,RTL,3,2,"Hot Chocolate",22,,,20.00,286.00,,LAN_Retail,440
1871,11,2025-01-11,400919,RTL,3,3,"Bubble Milk Tea",983,,,20.00,15728.00,,LAN_Retail,19660
1872,11,2025-01-11,400919,RTL,1,2,"Hot Chocolate",200,,,23.00,2600.00,,LAN_Retail,4600
1926,12,2025-01-12,400917,RTL,3,1,Americano,755,,,30.00,7125.00,,LAN_Retail,22650
1927,12,2025-01-12,400917,RTL,3,3,"Bubble Milk Tea",1057,,,36.00,16629.00,,LAN_Retail,38052
1928,12,2025-01-12,400917,RTL,1,1,Americano,3386,,,26.00,31955.00,,LAN_Retail,88036
1929,12,2025-01-12,400917,RTL,1,2,"Hot Chocolate",1927,,,28.00,25051.00,,LAN_Retail,53956
1930,12,2025-01-12,400917,RTL,7,1,Americano,870,,,32.00,8210.00,,LAN_Retail,27840
1931,12,2025-01-12,400917,RTL,7,2,"Hot Chocolate",404,,,35.00,5252.00,,LAN_Retail,14140
1932,12,2025-01-12,400917,RTL,2,1,Americano,1720,,,30.00,16232.00,,LAN_Retail,51600
1933,12,2025-01-12,400917,RTL,2,2,"Hot Chocolate",326,,,33.00,4238.00,,LAN_Retail,10758
1934,12,2025-01-12,400917,RTL,2,3,"Bubble Milk Tea",931,,,34.00,14647.00,,LAN_Retail,31654
1935,12,2025-01-12,400917,RTL,5,1,Americano,752,,,30.00,7097.00,,LAN_Retail,22560
1936,12,2025-01-12,400917,RTL,5,3,"Bubble Milk Tea",1189,,,35.00,18706.00,,LAN_Retail,41615
1937,12,2025-01-12,400917,RTL,6,3,"Bubble Milk Tea",446,,,25.00,7017.00,,LAN_Retail,11150
1938,12,2025-01-12,400917,RTL,4,2,"Hot Chocolate",1576,,,35.00,20488.00,,LAN_Retail,55160
1939,12,2025-01-12,400917,RTL,4,3,"Bubble Milk Tea",735,,,38.00,11563.00,,LAN_Retail,27930
1960,12,2025-01-12,400918,RTL,6,1,Americano,198,,,20.00,1980.00,,LAN_Retail,3960
1961,12,2025-01-12,400918,RTL,6,2,"Hot Chocolate",452,,,20.00,5876.00,,LAN_Retail,9040
1962,12,2025-01-12,400918,RTL,6,3,"Bubble Milk Tea",471,,,25.00,7536.00,,LAN_Retail,11775
1963,12,2025-01-12,400918,RTL,4,1,Americano,365,,,23.00,3650.00,,LAN_Retail,8395
1964,12,2025-01-12,400918,RTL,4,2,"Hot Chocolate",1078,,,22.00,14014.00,,LAN_Retail,23716
1965,12,2025-01-12,400918,RTL,4,3,"Bubble Milk Tea",324,,,25.00,5184.00,,LAN_Retail,8100
1966,12,2025-01-12,400918,RTL,1,1,Americano,1596,,,25.00,15960.00,,LAN_Retail,39900
1967,12,2025-01-12,400918,RTL,1,2,"Hot Chocolate",670,,,23.00,8710.00,,LAN_Retail,15410
1968,12,2025-01-12,400918,RTL,1,3,"Bubble Milk Tea",210,,,27.00,3360.00,,LAN_Retail,5670
1969,12,2025-01-12,400918,RTL,7,1,Americano,760,,,28.00,7600.00,,LAN_Retail,21280
1970,12,2025-01-12,400918,RTL,7,2,"Hot Chocolate",607,,,28.00,7891.00,,LAN_Retail,16996
1971,12,2025-01-12,400918,RTL,7,3,"Bubble Milk Tea",156,,,33.00,2496.00,,LAN_Retail,5148
1972,12,2025-01-12,400918,RTL,2,1,Americano,608,,,29.00,6080.00,,LAN_Retail,17632
1973,12,2025-01-12,400918,RTL,2,2,"Hot Chocolate",125,,,27.00,1625.00,,LAN_Retail,3375
1974,12,2025-01-12,400918,RTL,2,3,"Bubble Milk Tea",216,,,38.00,3456.00,,LAN_Retail,8208
1975,12,2025-01-12,400918,RTL,3,1,Americano,232,,,29.00,2320.00,,LAN_Retail,6728
1976,12,2025-01-12,400918,RTL,3,2,"Hot Chocolate",154,,,30.00,2002.00,,LAN_Retail,4620
1977,12,2025-01-12,400918,RTL,3,3,"Bubble Milk Tea",311,,,34.00,4976.00,,LAN_Retail,10574
1978,12,2025-01-12,400918,RTL,5,1,Americano,196,,,30.00,1960.00,,LAN_Retail,5880
1979,12,2025-01-12,400918,RTL,5,2,"Hot Chocolate",71,,,34.00,923.00,,LAN_Retail,2414
1980,12,2025-01-12,400918,RTL,5,3,"Bubble Milk Tea",339,,,33.00,5424.00,,LAN_Retail,11187
2013,12,2025-01-12,400919,RTL,6,1,Americano,361,,,20.00,3610.00,,LAN_Retail,7220
2014,12,2025-01-12,400919,RTL,6,2,"Hot Chocolate",873,,,20.00,11349.00,,LAN_Retail,17460
2015,12,2025-01-12,400919,RTL,6,3,"Bubble Milk Tea",922,,,20.00,14752.00,,LAN_Retail,18440
2016,12,2025-01-12,400919,RTL,2,1,Americano,1946,,,20.00,19460.00,,LAN_Retail,38920
2017,12,2025-01-12,400919,RTL,2,2,"Hot Chocolate",385,,,20.00,5005.00,,LAN_Retail,7700
2018,12,2025-01-12,400919,RTL,7,1,Americano,1099,,,20.00,10990.00,,LAN_Retail,21980
2019,12,2025-01-12,400919,RTL,5,1,Americano,883,,,20.00,8830.00,,LAN_Retail,17660
2020,12,2025-01-12,400919,RTL,5,2,"Hot Chocolate",391,,,20.00,5083.00,,LAN_Retail,7820
2021,12,2025-01-12,400919,RTL,5,3,"Bubble Milk Tea",1159,,,20.00,18544.00,,LAN_Retail,23180
2022,12,2025-01-12,400919,RTL,4,3,"Bubble Milk Tea",629,,,20.00,10064.00,,LAN_Retail,12580
2023,12,2025-01-12,400919,RTL,3,3,"Bubble Milk Tea",943,,,20.00,15088.00,,LAN_Retail,18860
2081,13,2025-01-13,400917,RTL,3,1,Americano,768,,,30.00,6721.00,,LAN_Retail,23040
2082,13,2025-01-13,400917,RTL,3,3,"Bubble Milk Tea",1018,,,36.00,16034.00,,LAN_Retail,36648
2083,13,2025-01-13,400917,RTL,1,1,Americano,2756,,,26.00,24117.00,,LAN_Retail,71656
2084,13,2025-01-13,400917,RTL,1,2,"Hot Chocolate",1579,,,28.00,18439.00,,LAN_Retail,44212
2085,13,2025-01-13,400917,RTL,7,1,Americano,856,,,32.00,7491.00,,LAN_Retail,27392
2086,13,2025-01-13,400917,RTL,7,2,"Hot Chocolate",514,,,35.00,6002.00,,LAN_Retail,17990
2087,13,2025-01-13,400917,RTL,2,1,Americano,1730,,,30.00,15139.00,,LAN_Retail,51900
2088,13,2025-01-13,400917,RTL,2,2,"Hot Chocolate",407,,,30.00,4753.00,,LAN_Retail,12210
2089,13,2025-01-13,400917,RTL,2,3,"Bubble Milk Tea",928,,,30.00,14617.00,,LAN_Retail,27840
2090,13,2025-01-13,400917,RTL,5,1,Americano,746,,,30.00,6528.00,,LAN_Retail,22380
2091,13,2025-01-13,400917,RTL,5,3,"Bubble Milk Tea",1155,,,35.00,18192.00,,LAN_Retail,40425
2092,13,2025-01-13,400917,RTL,6,1,Americano,342,,,22.00,2993.00,,LAN_Retail,7524
2093,13,2025-01-13,400917,RTL,6,2,"Hot Chocolate",916,,,25.00,10697.00,,LAN_Retail,22900
2094,13,2025-01-13,400917,RTL,6,3,"Bubble Milk Tea",1060,,,25.00,16696.00,,LAN_Retail,26500
2095,13,2025-01-13,400917,RTL,4,2,"Hot Chocolate",1339,,,35.00,15636.00,,LAN_Retail,46865
2096,13,2025-01-13,400917,RTL,4,3,"Bubble Milk Tea",660,,,38.00,10395.00,,LAN_Retail,25080
2119,13,2025-01-13,400918,RTL,6,1,Americano,155,,,20.00,1550.00,,LAN_Retail,3100
2120,13,2025-01-13,400918,RTL,6,2,"Hot Chocolate",372,,,20.00,4616.00,,LAN_Retail,7440
2121,13,2025-01-13,400918,RTL,6,3,"Bubble Milk Tea",457,,,25.00,7312.00,,LAN_Retail,11425
2122,13,2025-01-13,400918,RTL,4,1,Americano,256,,,23.00,2560.00,,LAN_Retail,5888
2123,13,2025-01-13,400918,RTL,4,2,"Hot Chocolate",915,,,22.00,11354.00,,LAN_Retail,20130
2124,13,2025-01-13,400918,RTL,4,3,"Bubble Milk Tea",339,,,25.00,5424.00,,LAN_Retail,8475
2125,13,2025-01-13,400918,RTL,1,1,Americano,1816,,,25.00,18160.00,,LAN_Retail,45400
2126,13,2025-01-13,400918,RTL,1,2,"Hot Chocolate",990,,,23.00,12285.00,,LAN_Retail,22770
2127,13,2025-01-13,400918,RTL,1,3,"Bubble Milk Tea",268,,,27.00,4288.00,,LAN_Retail,7236
2128,13,2025-01-13,400918,RTL,7,1,Americano,834,,,28.00,8340.00,,LAN_Retail,23352
